objectid,globalid,which_of_the_following_are_floo,please_describe_the_weather_con,please_indicate_the_approximate,please_enter_the_current_time,please_enter_todays_date,what_caused_the_flooding_,neighborhood_andor_borough_,x,y
312,2da8eca2-842e-4901-85c8-fd18ca255ad7,"roads_streets,sidewalks,property",other,,23:20,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.8184167,40.6093784
313,a15fa176-3c75-4ef8-8aa1-bf8f5d73de77,"roads_streets,sidewalks,property",other,,23:01,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.830685,40.6598226
314,313177f1-3b38-46ec-8245-5270138ec035,"roads_streets,sidewalks,property",other,,23:00,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.8302506,40.6534012
315,972a2e62-5db9-44fb-8cec-16cc49e8f571,"roads_streets,sidewalks,property",other,,23:00,2020-04-09T16:00:00,Not_sure,,-73.8306028,40.6533443
316,bcb2f544-8a9a-48fb-8b73-793a36ae8c2e,"roads_streets,sidewalks,parking_lots,property",other,,22:57,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.8220904,40.6018237
317,39fffdc0-57a5-4edc-8a2a-7848bf306145,"roads_streets,sidewalks,property",other,,22:56,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.8184167,40.6093784
318,1e40b3a2-b4ab-462c-8b45-17637d9fa7a4,"roads_streets,sidewalks,parking_lots,property",other,,22:55,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.8184167,40.6093784
319,d921fbaa-721e-43e6-88b3-82270c76a58d,"roads_streets,sidewalks,parking_lots,property",other,,22:52,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.8234402,40.6005264
320,1808d9f8-40c4-4d01-84d1-9fd8051ed7e2,"roads_streets,sidewalks,parking_lots,property",other,,22:52,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.8299991,40.6514361
321,4c8ac146-79d7-4587-8281-578f29b79d45,"roads_streets,sidewalks,parking_lots,property",other,,22:45,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.8314404,40.654457
322,44beb02d-db39-43a1-84d8-307665263235,"roads_streets,sidewalks,parking_lots,property",other,,22:45,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.8342336,40.6548028
323,0620704d-ba59-4aa0-83df-777f3af6a106,"roads_streets,sidewalks,property",other,,22:42,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.8306028,40.6533443
324,8e9912b4-a82a-4467-87e2-7e42cfef0cc0,"roads_streets,sidewalks,property",other,,22:40,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.8309096,40.6540867
325,be083054-8f38-4b81-890f-7a90b871989c,"roads_streets,sidewalks,property",other,,22:30,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.8207758,40.607234
326,69f8f236-c9a6-496b-8459-82e80a46122f,"roads_streets,sidewalks,property",other,,22:18,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.8340997,40.6553976
327,629dd3ea-81a1-44db-8813-d996ae24c80f,"roads_streets,sidewalks,parking_lots,property",other,,22:17,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.822285,40.6060743
328,a4800666-d736-43d4-85b6-4bacff4def54,"roads_streets,sidewalks,property",other,,22:00,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.8207538,40.6059224
329,7d71b638-9053-40fd-8cae-c7036fa2ff26,"roads_streets,sidewalks",other,,14:06,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.7894915,40.8493367
330,e736e6a5-328f-43a5-8a4d-77df02052415,"roads_streets,sidewalks,property",other,,11:26,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.8184167,40.6093784
331,11950c62-69a3-4281-89c2-9243e51995aa,"roads_streets,sidewalks,property",other,,11:00,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.8319184,40.6585661
332,885f7352-2815-4bf9-8a0d-fe14047c390c,"roads_streets,sidewalks",other,,01:00,2020-04-09T16:00:00,Overland_flooding_Water_coming_,,-73.7894915,40.8493367
333,4ac5cb0e-05c0-4f6f-8f71-2bc07b8e9ba2,"roads_streets,sidewalks,property",other,,23:16,2020-04-08T16:00:00,Overland_flooding_Water_coming_,,-73.8170871,40.6082466
334,e16ba46f-c430-4c44-89b5-9d39403fe87b,"roads_streets,sidewalks,property",other,,22:24,2020-04-08T16:00:00,Overland_flooding_Water_coming_,,-73.8222,40.6025289
335,a2f42002-a250-43d3-86e5-a22c70892988,"roads_streets,sidewalks,property",other,,22:22,2020-04-08T16:00:00,Overland_flooding_Water_coming_,,-73.8162378,40.6065352
336,03347b0b-bcf8-4c92-8f31-23c140dda746,"roads_streets,sidewalks,property",other,,22:18,2020-04-08T16:00:00,Overland_flooding_Water_coming_,,-73.8187536,40.6094969
337,a74ebc75-63c8-47f6-83b7-a10ebe346b3c,"roads_streets,sidewalks,property",other,,22:16,2020-04-08T16:00:00,Overland_flooding_Water_coming_,,-73.8174611,40.6090505
338,c40c69bf-588c-4400-8d64-11c30cbf0652,"roads_streets,sidewalks",other,,21:38,2020-04-08T16:00:00,Overland_flooding_Water_coming_,,-73.830685,40.6598226
339,2222043d-5712-42ef-8601-794626e9c74f,"roads_streets,sidewalks,property",other,,21:35,2020-04-08T16:00:00,Overland_flooding_Water_coming_,,-73.8311333,40.6547333
340,89541418-4b88-4774-86c5-2e08e35936dc,"roads_streets,sidewalks",other,,21:31,2020-04-08T16:00:00,Not_sure,,-73.8299991,40.6514361
341,6dc93559-0769-4704-8aff-a4e00325283d,"roads_streets,sidewalks,property",other,,21:27,2020-04-08T16:00:00,Overland_flooding_Water_coming_,,-73.8340997,40.6553976
342,8881cb4f-3a41-409e-82ae-89608ad0fb64,"roads_streets,sidewalks",other,,20:55,2020-04-08T16:00:00,Overland_flooding_Water_coming_,,-73.8229525,40.6018981
343,cefbbd9c-a9e7-4fda-827f-106a201f2fb7,"roads_streets,sidewalks",other,,20:40,2020-04-08T16:00:00,Overland_flooding_Water_coming_,,-73.8300335,40.6519121
344,5ae0e9f0-8202-4974-8b67-17273e6303ee,"roads_streets,sidewalks",other,,20:20,2020-04-08T16:00:00,Not_sure,,-73.8299991,40.6514361
345,b7167b6a-5716-478e-8186-72e36dbad756,"roads_streets,sidewalks,property",other,,20:12,2020-04-08T16:00:00,Overland_flooding_Water_coming_,,-73.8299991,40.6514361
346,e9a85e16-abf0-4ad9-8d1c-64e6bba025ac,"roads_streets,sidewalks,property",other,,20:40,2020-04-07T16:00:00,Overland_flooding_Water_coming_,,-73.8300335,40.6519121
347,95976c63-2551-4cc4-8573-4f8b82b891a5,"roads_streets,sidewalks,property",other,,20:31,2020-04-07T16:00:00,Overland_flooding_Water_coming_,,-73.8184167,40.6093784
348,24fbb475-fc0a-49a4-8ed7-b46c953bbb0f,"roads_streets,sidewalks,property",other,,20:12,2020-04-07T16:00:00,Overland_flooding_Water_coming_,,-73.8299991,40.6514361
349,b6c2bc8a-176b-4578-8fb1-6c1c9ca71a48,"roads_streets,sidewalks,property",other,,06:00,2020-04-05T16:00:00,Overland_flooding_Water_coming_,,-73.8184167,40.6093784
350,25e2dd5b-dc66-413e-8548-345979fe6ce1,"roads_streets,sidewalks,property",other,,18:00,2020-04-04T16:00:00,Overland_flooding_Water_coming_,,-73.8184167,40.6093784
351,be236bee-be0e-4df8-8f53-459e584b2a52,"roads_streets,sidewalks,property",other,,06:00,2020-04-04T16:00:00,Overland_flooding_Water_coming_,,-73.8184167,40.6093784
352,dcaa4145-1954-4b56-85a9-6e4059e6374a,"roads_streets,sidewalks",other,,20:05,2020-02-13T16:00:00,Overland_flooding_Water_coming_,,-73.984274,40.5790096
353,47db79b3-a2bd-4327-82b8-8f0fe0b3ec41,"roads_streets,sidewalks","light_wind,heavy_rain",,15:07,2020-01-25T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8048773,40.8618472
354,6b0ae03d-c344-4c96-84e1-957964bb6f66,"roads_streets,parking_lots",light_rain,,12:00,2020-01-25T16:00:00,Rainfall_Water_pooling_from_dir,,-73.7968498,40.86901523
355,7c2dfde9-84d9-454c-85f9-4ffa10ae3f23,"roads_streets,sidewalks,property",light_rain,,12:00,2020-01-25T16:00:00,Overland_flooding_Water_coming_,,-73.7894915,40.8493367
356,a7d6d592-c809-4cba-845a-0f5734961471,roads_streets,light_rain,,12:00,2020-01-25T16:00:00,Overland_flooding_Water_coming_,,-73.8050028,40.861902
357,dab83d60-ab18-4b28-844a-0e2b77939d71,roads_streets,light_rain,,14:10,2019-12-30T16:00:00,Overland_flooding_Water_coming_,,-73.8050028,40.861902
358,e34272c8-cc4c-4468-8361-caf8bc21c846,"roads_streets,sidewalks,property",light_rain,,14:00,2019-12-30T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.7894915,40.8493367
359,cb3eb4d8-a61b-4eeb-82b4-acffa462f821,"roads_streets,sidewalks",light_rain,,08:20,2019-12-14T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8312233,40.6586786
360,91b8c439-b924-4fc2-8370-b6578b6c3c62,"roads_streets,sidewalks,property",light_rain,,07:00,2019-11-24T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8179902,40.6092339
361,292de4e1-77f5-4d9d-8d0d-586730431655,"roads_streets,sidewalks,parking_lots",light_rain,,08:17,2019-11-13T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir,Broken_pipes_water_main_break",,-73.7883563,40.5921175
362,0ba910a8-fc37-4152-8d3b-03150789bb0d,"roads_streets,sidewalks,property",light_rain,,10:44,2019-10-31T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8300654,40.651424
363,a24cd979-ff6e-44ac-8080-c77bb54e6555,"roads_streets,sidewalks,property",light_rain,,13:49,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.5820508609272,40.7795943499391
364,5002c19a-cff0-49ed-8605-5773a402689b,"roads_streets,sidewalks,property",light_rain,,12:20,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8301374,40.6534197
365,fb54c176-eff3-4c07-8e51-75956b8ddeb4,"roads_streets,sidewalks,property",light_rain,,11:27,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8298905,40.6514408
366,cf3ce26d-7564-4b78-8b52-c2429d91cae7,"roads_streets,sidewalks,property","light_wind,light_rain",,10:23,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8336044,40.6566131
367,dceeec27-0dd9-49ea-82b8-4ae7437277d8,"roads_streets,sidewalks,property","light_wind,light_rain",,10:20,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8163115,40.6065836
368,d754e437-f701-4ad3-8c34-0e3899e920a5,"roads_streets,sidewalks","light_wind,light_rain",,10:11,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8291791,40.6520389
369,a819c6eb-7a7f-407e-8bb0-b5939da2c3f8,"roads_streets,sidewalks,property","light_wind,light_rain",,10:10,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8332532,40.6583927
370,0471dbb0-8bf7-4bc5-8d1d-17a5997b909f,"roads_streets,sidewalks,property","light_wind,light_rain",,10:10,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8329885,40.65842
371,b246027b-1b42-427c-805e-79b2b274c7b2,"roads_streets,sidewalks,property","light_wind,light_rain",,09:55,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8304933,40.6533622
372,c987b811-64ac-4494-8bc5-96cdd351def8,"roads_streets,sidewalks,parking_lots,property","light_wind,light_rain",,09:54,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.7891355,40.5941018
373,118a9807-e084-4d80-8352-71a48069de87,"roads_streets,sidewalks,property","light_wind,light_rain",,09:53,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8170632,40.6065296
374,1d625953-ce5f-4dcd-86d9-13cbe34dc637,"roads_streets,sidewalks,property","light_wind,light_rain",,09:50,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8302902,40.6535864
375,da62c109-4487-494e-88f5-96cc2bb1fd2f,"roads_streets,sidewalks,property","light_wind,light_rain",,09:50,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8301147,40.6539366
376,714f9b0f-e055-4765-8ac3-d797591ee7c7,"roads_streets,sidewalks,property","light_wind,light_rain",,09:46,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8288385,40.6520958
377,db6c16a4-75ac-4f52-89b5-a06ed80fba68,"roads_streets,sidewalks,property","light_wind,light_rain",,09:45,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.830618,40.6528571
378,2c3362eb-7d23-4b5b-8f83-553df6847c88,"roads_streets,sidewalks,property","light_wind,light_rain",,09:38,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.817089,40.6089248
379,f6a755cb-9ec8-4a02-8825-db009b62c9db,"roads_streets,sidewalks,property","light_wind,light_rain",,09:36,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8207549,40.6059226
380,63f05c52-0ee6-4255-84a0-2353722d8770,"roads_streets,sidewalks,property","light_wind,light_rain",,09:33,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8315931,40.6543181
381,0965e5f4-ffc9-465f-855f-1687bd6167ef,"roads_streets,sidewalks,property",light_rain,,09:30,2019-10-29T16:00:00,"Rainfall_Water_pooling_from_dir,other",,-73.8307401,40.6523229
382,c069b0b9-c6ab-4cdc-8b0c-b13b846f11b3,"roads_streets,property",light_rain,,09:20,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8378577,40.657727
383,76f88a8d-3bd4-4f07-83a3-50fdc704ef9e,"roads_streets,sidewalks,property","light_wind,light_rain",,09:15,2019-10-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.7890011,40.5921245
384,27e9f8d4-7908-453e-837d-c57b5c02a18c,"roads_streets,sidewalks,property","light_wind,light_rain",,09:30,2019-10-27T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8186307,40.609457
385,2eb9abbc-6040-4f55-8849-78ed186c6480,"roads_streets,sidewalks,property","light_wind,light_rain",,09:06,2019-10-27T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8299877,40.651921
386,7e7ee2d1-2ac0-4a5b-8cb4-08100d5cbaf6,"roads_streets,sidewalks,property","light_wind,light_rain",,08:50,2019-10-27T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8291816,40.6510496
387,659a933c-f882-476a-81d7-bbf99fe0860d,"roads_streets,sidewalks,property","light_wind,light_rain",,08:30,2019-10-27T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8311021,40.6586927
388,7922ad51-2c5d-4384-8df9-6a11faf90d16,"roads_streets,sidewalks,property","light_wind,light_rain",,08:20,2019-10-27T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8197724,40.6030105
389,c5c02346-ce24-4422-8889-e8063fc4fbf2,"roads_streets,sidewalks,property","light_wind,light_rain",,08:20,2019-10-27T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8301374,40.6534197
390,281ebdce-a977-47bd-8a86-daf72b1cfcf1,"roads_streets,sidewalks,property","light_wind,light_rain",,08:20,2019-10-27T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8292926,40.6520213
391,73424873-828d-487d-8fdb-7b3ccb15164c,"roads_streets,sidewalks,property","light_wind,light_rain",,07:45,2019-10-27T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8336044,40.6566131
392,c9565106-2122-40f4-86fe-b45daf8db090,property,"light_wind,light_rain",,07:45,2019-10-27T16:00:00,Overland_flooding_Water_coming_,,-73.8317401,40.6499525
393,9fa158e1-1c5f-4bf9-82e5-05a22c7d74c5,"roads_streets,sidewalks,property","light_wind,light_rain",,07:45,2019-10-27T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.832798,40.6539577
394,94ced9e3-2311-4ec9-8986-7decd2e71830,"roads_streets,sidewalks","light_wind,light_rain",,22:33,2019-10-16T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8310351,40.6587047
395,37e29bd3-1fc6-4a56-8523-cb1af9f1ba86,"roads_streets,sidewalks,property","light_wind,light_rain",,22:19,2019-10-16T16:00:00,Overland_flooding_Water_coming_,,-73.8296614,40.6514775
396,1b1d6c0f-bfce-4757-87aa-48a606131a9c,"roads_streets,sidewalks,property","light_wind,light_rain",,20:30,2019-10-12T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8199653,40.597841
397,e53f3cf0-fb47-4dbf-83b0-2d3b113120d3,"roads_streets,sidewalks,property","light_wind,light_rain",,21:11,2019-10-11T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8291616,40.6535512
398,935bf0e2-5563-475a-803b-482c94789c22,"roads_streets,sidewalks,property",light_rain,,21:06,2019-10-11T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8164437,40.6065805
399,c94bcae1-3af0-4d42-8b8c-6ed010157362,"roads_streets,sidewalks,property",light_rain,,20:57,2019-10-11T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.832239,40.6532531
400,3d47e273-c621-480b-80ad-cb9738b7499c,"roads_streets,sidewalks,property",light_rain,,19:50,2019-10-11T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8214331,40.6031587
401,79bccd0e-5f67-4917-8bf4-c87a4c306c11,"roads_streets,sidewalks,property",light_rain,,19:50,2019-10-11T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8345206,40.6560879
402,6b31f64e-b5cb-4167-84c8-7bf4898daa31,"roads_streets,sidewalks,property",light_rain,,19:50,2019-10-11T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8215725,40.6059962
403,0bc98c3c-9452-4ebf-89b7-662ce76b87f5,"roads_streets,sidewalks,property",light_rain,,19:05,2019-10-11T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8210779,40.6031258
404,54d61337-723c-4338-83d3-12ea7ab396b6,"roads_streets,sidewalks,property",light_rain,,08:51,2019-10-11T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8307421,40.65383
405,16f116c3-d585-4cfc-86da-b1cb2908cfb4,"roads_streets,sidewalks,property",sunny,,08:16,2019-10-11T16:00:00,Overland_flooding_Water_coming_,,-73.8183066,40.6093413
406,27c75bfb-7af8-4210-8f5c-f4c4531a442d,"roads_streets,sidewalks,property",sunny,,08:10,2019-10-11T16:00:00,Overland_flooding_Water_coming_,,-73.8300447,40.6519117
407,5e99f925-5576-465a-8bc1-cb607369af3b,"roads_streets,sidewalks,property",sunny,,08:05,2019-10-11T16:00:00,Overland_flooding_Water_coming_,,-73.8289975,40.6562657
408,9d282941-618c-49d2-84ac-cd50d637e7c6,"roads_streets,sidewalks,property",sunny,,07:57,2019-10-11T16:00:00,Overland_flooding_Water_coming_,,-73.8293492,40.6520113
409,581d26d3-08b2-45b6-8d74-191ba19f86e8,"roads_streets,parking_lots",sunny,,07:55,2019-10-11T16:00:00,Overland_flooding_Water_coming_,,-73.7903541,40.5918775
410,88f116eb-2c9e-4421-8f3c-1cb670091147,"roads_streets,sidewalks,property",sunny,,07:46,2019-10-11T16:00:00,Overland_flooding_Water_coming_,,-73.7687446,40.5962928
411,c0300175-ca0b-45d1-8d81-5e4f4b821358,"roads_streets,sidewalks,property",sunny,,07:44,2019-10-11T16:00:00,Overland_flooding_Water_coming_,,-73.7677406,40.5963518
412,b8bab789-7564-4163-87f4-97948b3cfbf3,"roads_streets,sidewalks,property",sunny,,07:30,2019-10-11T16:00:00,Overland_flooding_Water_coming_,,-73.8310789,40.6586341
425,f4dddcc8-588c-4dc1-864a-15b4bbd6b52a,"roads_streets,sidewalks,property",sunny,,07:30,2019-10-11T16:00:00,Overland_flooding_Water_coming_,,-73.8300655,40.651424
426,2b18521c-6737-42c5-8c76-2c605ba78681,"roads_streets,sidewalks,property",sunny,,07:15,2019-10-11T16:00:00,Overland_flooding_Water_coming_,,-73.8179902,40.6092339
427,eb48d8f9-926d-4df4-8be9-0b05964fb1ff,"roads_streets,sidewalks",sunny,,06:55,2019-10-11T16:00:00,Overland_flooding_Water_coming_,,-73.8300447,40.6519117
428,f295485c-2395-4ac7-8654-408e510617c9,"roads_streets,sidewalks,property",sunny,,06:45,2019-10-11T16:00:00,Overland_flooding_Water_coming_,,-73.8217664,40.6031885
429,b88309af-b8fd-47c8-8045-10a07fee512e,"roads_streets,sidewalks",sunny,,22:14,2019-10-10T16:00:00,Overland_flooding_Water_coming_,,-73.8305347493741,40.6562143358476
430,3586cd04-cb23-45be-8091-eb5cb6aef25a,"roads_streets,sidewalks,property",sunny,,22:00,2019-10-10T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8300809,40.6534282
431,67fbe64e-fe81-4cdf-8f83-814d12660ba6,"roads_streets,sidewalks,property",sunny,,20:37,2019-10-10T16:00:00,Overland_flooding_Water_coming_,,-73.8300809,40.6534282
432,396f7cd8-9bab-4524-8db3-e9be5e532970,"roads_streets,sidewalks,property",sunny,,19:30,2019-10-10T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8162931,40.6065818
433,37eff78d-8eb8-465c-872a-28dc50345c13,"roads_streets,sidewalks,property",sunny,,19:30,2019-10-10T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8300809,40.6534282
434,8bfb105a-4d92-4601-8e1a-58b0851110ad,"roads_streets,sidewalks,property",sunny,,19:26,2019-10-10T16:00:00,Overland_flooding_Water_coming_,,-73.83023,40.6539195
435,5b6da3d7-2e00-4803-84df-3a0336bed4d8,"roads_streets,sidewalks,property",sunny,,19:15,2019-10-10T16:00:00,Overland_flooding_Water_coming_,,-73.822719,40.6018791
436,3a525721-5304-4d91-859f-dcd9a45d4be5,"roads_streets,sidewalks,property",sunny,,19:14,2019-10-10T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8170891,40.6082407
437,a29d5659-f1c9-47c2-8ab8-f313e0ce7d97,"roads_streets,sidewalks,property",sunny,,19:12,2019-10-10T16:00:00,Overland_flooding_Water_coming_,,-73.8186307,40.609457
438,c1ff77d2-16b4-4d49-8716-1e408267aac7,"roads_streets,sidewalks,property",sunny,,19:10,2019-10-10T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8171961,40.6089583
439,ada9f10d-197a-4847-8727-2e30a378d63a,"roads_streets,sidewalks,property",sunny,,19:00,2019-10-10T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8185211,40.6094153
440,7d4baa0c-f4f8-4d80-89ba-cbc076a383d7,"roads_streets,sidewalks,property",sunny,,19:00,2019-10-10T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8166877,40.6065652
441,f19408d1-c70e-4ebd-8fe9-6592dce713c8,"roads_streets,sidewalks,property",sunny,,18:55,2019-10-10T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8184125,40.6093781
442,e4160934-e30c-48a2-8329-aa088a0fb0d4,"roads_streets,sidewalks,property",sunny,,18:45,2019-10-10T16:00:00,,,-73.83023,40.6539195
443,71bd3591-fbe2-4260-8053-c514a6e572ba,"roads_streets,sidewalks,property",sunny,,18:42,2019-10-10T16:00:00,Overland_flooding_Water_coming_,,-73.8222854,40.6060722
444,dd00a239-2653-402b-8489-30ff12226d61,"roads_streets,sidewalks,property",sunny,,18:40,2019-10-10T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8311985,40.6591219
445,b413b4e3-5bf7-402e-8cc8-bd263234862a,"roads_streets,sidewalks,property",sunny,,18:39,2019-10-10T16:00:00,Overland_flooding_Water_coming_,,-73.8186307,40.609457
446,e894f914-b423-44c8-8ffe-07984f48b349,"roads_streets,sidewalks,property",light_rain,,18:33,2019-10-10T16:00:00,Overland_flooding_Water_coming_,,-73.8298905,40.6514408
447,ee11149a-1844-4ede-87f4-55e37b1ba2c9,"roads_streets,sidewalks,property",light_rain,,18:29,2019-10-10T16:00:00,Overland_flooding_Water_coming_,,-73.8163115,40.6065836
448,b2a77dad-40e5-4660-89d1-a137ce79a9ce,"roads_streets,sidewalks,property",light_rain,,18:26,2019-10-10T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8302726,40.6518792
449,17bc5fc4-4b25-430e-8454-f5715d3255e4,"roads_streets,sidewalks,property",light_rain,,18:10,2019-10-10T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.831035,40.6587047
450,57d62b51-a8b3-49f2-83ea-05599fbe12c9,"roads_streets,sidewalks,property",sunny,,18:03,2019-10-10T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8218877,40.6031992
451,c2740acd-e437-4641-8662-936091acb3c7,"roads_streets,sidewalks,property",light_rain,,18:00,2019-10-10T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8300809,40.6534282
452,4f21435f-7f39-4d8a-81af-d2638426d7f5,"roads_streets,sidewalks,property",sunny,,18:00,2019-10-10T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8213083,40.6024394
453,60a35506-1187-427d-8815-d9d2d6bffcbe,"roads_streets,sidewalks,property",sunny,,18:00,2019-10-10T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8215502,40.6031696
454,e1e57813-11ee-4e9b-8012-b980d77fcfed,"roads_streets,sidewalks",sunny,,18:00,2019-10-10T16:00:00,Overland_flooding_Water_coming_,,-73.8300417,40.6529431
455,46e674ff-6dd6-4d10-88e9-bdc7b429f222,"roads_streets,sidewalks,property",light_rain,,17:49,2019-10-10T16:00:00,Overland_flooding_Water_coming_,,-73.8315149,40.6543855
456,4a1859f9-a58c-495f-8997-67ac2ea9a765,"roads_streets,sidewalks,parking_lots",sunny,,13:04,2019-10-03T16:00:00,Storm_drain_Water_bubbling_up_f,,-73.7882444,40.5921181
