objectid,globalid,which_of_the_following_are_floo,please_describe_the_weather_con,please_indicate_the_approximate,please_enter_the_current_time,please_enter_todays_date,what_caused_the_flooding_,neighborhood_andor_borough_,x,y
184,d8802f42-d080-4866-8d14-68aa79b09fe8,"roads_streets,sidewalks",sunny,6,12:07,2021-04-13T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016207608383,40.8643517146247
185,1cb6a4f4-1d29-44e9-88bf-45d2985e62db,"roads_streets,sidewalks",,,20:29,2021-04-15T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8053967495486,40.8620558660215
186,0af13be3-1a46-4301-8df7-cbfa55021745,"roads_streets,sidewalks,other",sunny,6,14:40,2021-04-17T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016321602266,40.8643693367751
187,13dc20ec-7c9d-4999-80ab-1c3f12a9b03d,"roads_streets,sidewalks,other","sunny,light_rain",,14:17,2021-04-25T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.805462505579,40.862023473092
188,63a5f480-13f7-445a-8600-42f376d7d366,"roads_streets,other",light_rain,6,14:18,2021-04-25T16:00:00,Rainfall_Water_pooling_from_dir,,-73.8016205512907,40.8643764997342
189,0136eea4-b951-4753-8465-a19893e146bd,"roads_streets,sidewalks,other",,6,02:27,2021-04-30T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016739440139,40.8643281655926
190,c6d0669a-fb3d-4043-8d35-10c123ffbd0b,"roads_streets,sidewalks,other",light_rain,6,00:10,2020-12-12T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016375246446,40.864349844648
191,b63bed35-df69-4c2d-8ee3-d9af9c9cf1fa,"roads_streets,sidewalks",light_rain,,00:13,2020-12-01T16:00:00,"Rainfall_Water_pooling_from_dir,Broken_pipes_water_main_break",,-73.7890699756281,40.8531069852659
192,36b8f174-7703-477f-867e-78af071c5ecc,"roads_streets,sidewalks",light_rain,3,00:14,2020-12-01T16:00:00,Rainfall_Water_pooling_from_dir,,-73.788404703973,40.8526594534306
193,c4ff7cca-6554-4065-8896-395c47250d42,roads_streets,light_rain,3,00:15,2020-12-01T16:00:00,Rainfall_Water_pooling_from_dir,,-73.7852795951931,40.8500975948789
194,e8c7148c-bf28-4f51-8184-1fd39152cc03,"roads_streets,sidewalks",light_rain,,00:16,2020-12-01T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.7871499330677,40.8490100367223
195,fd635a78-0a7b-4cc5-8577-2f7f20014430,"roads_streets,sidewalks",light_rain,7,12:19,2020-12-05T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f,Broken_pipes_water_main_break",,-73.8016498879518,40.8644157375228
196,4746fa91-a9c3-4088-8937-88af2779fe6f,"roads_streets,sidewalks",light_rain,3,12:23,2020-12-05T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.7890699756281,40.8531069852659
197,773986f7-e2ae-48b5-8abe-62febeef936d,"roads_streets,sidewalks",light_rain,4,12:25,2020-12-05T16:00:00,Rainfall_Water_pooling_from_dir,,-73.7890699756281,40.8531069852659
198,072cd2a1-5b15-4887-8d69-f642cf023fd2,"roads_streets,sidewalks",light_rain,,12:24,2020-12-05T16:00:00,Rainfall_Water_pooling_from_dir,,-73.7882529915256,40.8519470136854
199,e541c05f-ec9c-41c2-888f-33426a7f4c5c,roads_streets,light_rain,2,12:29,2020-12-05T16:00:00,Rainfall_Water_pooling_from_dir,,-73.7865870044504,40.8482200004385
200,52975dd6-a566-4e7f-8aaa-e73ab7031cf1,"roads_streets,sidewalks,other",sunny,6,08:43,2020-12-09T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016416736867,40.864366357491
201,f1a9542c-fd2e-4845-8779-16574e2eb128,"roads_streets,sidewalks",light_rain,3,11:54,2020-12-14T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.7895553716407,40.8493116071716
202,76f9ebe1-8c00-40bf-8bc0-b2027ed0fa12,"roads_streets,sidewalks,other",light_rain,7,15:27,2020-12-24T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016545818176,40.8643229676894
203,13c7eb78-1cde-4b77-8edb-7ca381637186,"roads_streets,sidewalks,other",light_rain,7,18:50,2020-12-31T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f,Broken_pipes_water_main_break",,-73.8016165279772,40.8643559616901
204,a2139662-c930-4546-8aeb-54433d4b197d,"roads_streets,sidewalks",other,,14:53,2021-02-05T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f,Broken_pipes_water_main_break,other",,-73.8016384885635,40.864392410375
205,3004071e-c55b-4c56-8810-729a7241361e,"roads_streets,sidewalks",light_rain,,10:10,2020-02-16T16:00:00,Rainfall_Water_pooling_from_dir,,-73.8131272950189,40.8643655503517
206,1fd448f4-4964-4a02-83ef-d06a494858c7,"roads_streets,sidewalks,other",light_rain,6,10:11,2021-02-16T16:00:00,Rainfall_Water_pooling_from_dir,,-73.8054249127433,40.8620499389407
207,e957987e-0927-46bf-8e0a-833cc4d2b367,"roads_streets,sidewalks",light_rain,6,10:13,2021-02-16T16:00:00,Rainfall_Water_pooling_from_dir,,-73.8016417155962,40.8643356138069
208,6e0fc01c-eb28-4056-862c-43868dd8d241,"roads_streets,sidewalks",light_rain,6,22:20,2021-02-16T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016286398273,40.8643592896144
209,e5b3ebf3-aa0b-41ab-8fa9-5b80c1659dc9,"roads_streets,sidewalks",light_rain,,23:34,2021-02-19T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.7870420160638,40.8490089455211
210,822e1424-3da3-424b-8011-8c1f54fb6db2,"roads_streets,sidewalks",light_rain,3,23:54,2021-02-19T16:00:00,Rainfall_Water_pooling_from_dir,,-73.7871084007369,40.8490382063322
211,d139285c-17e2-4533-8f81-6a7206da65dd,,light_rain,4,23:44,2021-02-19T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.7865870044504,40.8482200004385
212,040b0bd2-a508-43ee-8fc2-4dddb3daecb2,"roads_streets,sidewalks",light_rain,10,18:01,2021-02-22T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8016860139545,40.8643545354369
213,788c0dc9-2707-4c86-8b57-d1e937eab977,"roads_streets,sidewalks",light_rain,7,18:02,2021-02-22T16:00:00,Rainfall_Water_pooling_from_dir,,-73.8054631342218,40.8620274033504
214,51a7b21a-c541-433c-8e78-8ed58fa85569,"roads_streets,sidewalks",light_rain,7,14:15,2021-02-23T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f,Broken_pipes_water_main_break",,-73.801676793861,40.8643580218338
215,2a7d8f45-d3ec-4d6c-8899-33a2ac230cae,"roads_streets,sidewalks",light_rain,4,14:41,2021-02-23T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.7871115858601,40.8490132886759
216,daf4f852-b958-4a50-84b9-69a70fa3137b,"roads_streets,sidewalks",light_rain,4,14:42,2021-02-23T16:00:00,Rainfall_Water_pooling_from_dir,,-73.7865870044504,40.8482200004385
217,6337a431-e434-4ed4-86e0-7a63fd6f355f,"roads_streets,sidewalks",light_rain,4,14:44,2021-02-23T16:00:00,Rainfall_Water_pooling_from_dir,,-73.7890699756281,40.8531069852659
218,8692d4a2-2fb6-470a-8067-1832973e4e11,"roads_streets,sidewalks",light_rain,10,21:23,2021-02-24T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f,Broken_pipes_water_main_break",,-73.8016355548974,40.8643823632178
219,9b57ea6a-8844-481e-80c1-c1874e6e3c2d,"roads_streets,sidewalks,other",light_rain,,10:22,2021-02-25T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f,Broken_pipes_water_main_break",,-73.8016525701608,40.8643545988259
220,2f573b82-218b-4849-8d55-d0077dcc28a2,"roads_streets,sidewalks,other",light_rain,10,10:22,2021-02-25T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016377761017,40.8643519364863
221,fbdf24b4-3aee-4445-881f-cc320a5eefd1,roads_streets,sunny,4,09:58,2021-01-04T16:00:00,Rainfall_Water_pooling_from_dir,,-73.7865870044504,40.8482200004385
222,8e6ce4cd-8bb8-447a-8662-4e87dfd6ae24,"roads_streets,sidewalks",light_rain,4,10:02,2021-01-04T16:00:00,Rainfall_Water_pooling_from_dir,,-73.7890699756281,40.8531069852659
223,5507d5be-86a2-46fc-87ef-26c8ceca8fff,"roads_streets,sidewalks,other",light_rain,6,10:05,2021-01-04T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016647658299,40.8643471189192
224,d307b549-1dc5-4e89-8085-6a9c7acf39cf,"roads_streets,sidewalks,other",light_rain,4,10:08,2021-01-04T16:00:00,Rainfall_Water_pooling_from_dir,,-73.8131327099604,40.8644647452684
225,ba33ffb9-1d39-4e99-8a70-a65a55f90f85,"roads_streets,sidewalks,other",light_rain,,03:16,2021-01-07T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.801632034498,40.8643959601589
226,ac47f45f-b5e5-4c80-8f9c-17ecaa8255e1,"roads_streets,sidewalks,other",light_rain,10,15:30,2021-01-11T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016138457682,40.8644242633397
227,e93655b5-522a-473e-8e24-442a0f41b1e6,"roads_streets,sidewalks,other",light_rain,6,10:51,2021-01-21T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8015912984486,40.8643289262613
228,ca2678c7-ce47-4a02-8fa4-8d3758886812,"roads_streets,sidewalks,other",light_rain,7,00:39,2021-01-30T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.801647624838,40.8643476577261
229,7e5e0700-934f-492e-8fe8-94e513b3163e,"roads_streets,sidewalks,other",light_rain,,16:01,2021-01-31T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8015917594533,40.8644216326975
230,965a2fd8-2bc5-4001-80bd-077a79e4e4a5,"roads_streets,sidewalks,other",sunny,,16:01,2021-01-31T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8015922623675,40.864380429853
231,27fbc63d-3726-49b6-8d54-f53b5c459fcc,roads_streets,heavy_rain,,19:09,2021-07-01T16:00:00,Rainfall_Water_pooling_from_dir,,-73.8025925000174,40.865220514278
232,8524458e-5730-4629-8a1c-c4d02bdbff8d,"roads_streets,sidewalks,other",heavy_rain,3,10:31,2021-07-01T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8076300238295,40.8634329870638
233,cd949c4d-dae4-4f09-8f56-0e50b2a840ae,"roads_streets,sidewalks,other",light_rain,5,19:53,2021-07-01T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8052175444588,40.8619463575706
234,ff352818-50ec-4c60-83f7-c5b8d9418df4,"roads_streets,sidewalks,other",light_rain,4,19:24,2021-07-06T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8054245355576,40.8620772922559
235,cb0a9641-d967-4ec7-80f4-d22586c3febe,"roads_streets,sidewalks",heavy_rain,6,17:54,2021-07-08T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.7902639777354,40.8545200065032
236,6250a288-557a-4cc1-8a73-4a9ac72ba1d0,"roads_streets,sidewalks,other",heavy_rain,,17:54,2021-07-08T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8052104198411,40.8620692098754
237,0e3f16a9-b2d8-4a42-86d0-2b5413ac316f,"roads_streets,sidewalks",heavy_rain,,17:54,2021-07-08T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.803673881936,40.8652486472498
238,13d3b503-8741-4af5-8c9d-6750d14d68d5,"roads_streets,sidewalks",heavy_rain,6,19:22,2021-07-08T16:00:00,Rainfall_Water_pooling_from_dir,,-73.7890699756281,40.8531069852659
239,7c651793-10c4-42d8-8c19-61a1fbe492ae,"roads_streets,sidewalks,other",heavy_rain,,06:41,2021-07-09T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016373570066,40.8643950410185
240,3fb0a3a0-7c8a-4c72-82cb-1843261dac70,"roads_streets,sidewalks",heavy_rain,7,10:19,2021-07-09T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8133368512122,40.8645847087108
241,d571df62-a615-4c46-8b0a-0590de9bf987,roads_streets,light_wind,3,00:31,2021-07-14T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.7865870044504,40.8482200004385
242,9354c921-3a75-4115-8acb-f2072dee317a,"roads_streets,sidewalks",light_rain,5,20:00,2021-07-18T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8131989183829,40.8644679097924
243,28819a97-7fb8-4c06-8778-ae808adf39c4,"roads_streets,sidewalks",light_rain,4,03:57,2021-07-24T16:00:00,"Rainfall_Water_pooling_from_dir,other",,-73.7882529915256,40.8519470136854
244,b7315209-b943-47bc-832b-167a35378f7e,"roads_streets,sidewalks",light_rain,7,00:22,2021-07-24T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.7896005500988,40.8492520079187
245,d3736c5f-0060-475a-890a-bd5481f2b3f1,"roads_streets,sidewalks",light_rain,4,10:22,2021-07-26T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.7882529915256,40.8519470136854
246,434c071c-1897-4b00-88de-6706c08f0001,"roads_streets,sidewalks",light_rain,4,10:23,2021-07-26T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.7890699756281,40.8531069852659
247,1c8b3021-fe69-435c-86b6-4e082bf0a266,"roads_streets,sidewalks,other",light_rain,8,18:25,2021-06-08T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016432243388,40.864403757005
248,7fdbf8ac-01ba-408c-89c2-004f71b65a53,"roads_streets,sidewalks,other",light_rain,6,18:26,2021-06-08T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8053097873032,40.8619716507108
249,13d27bbd-52fa-42d1-85b0-b389a92e6efc,"roads_streets,sidewalks",light_rain,5,18:29,2021-06-08T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.7890699756281,40.8531069852659
250,69d37e35-4d00-4695-8fdf-223602070ee1,"roads_streets,sidewalks",light_rain,,16:28,2019-06-21T16:00:00,Rainfall_Water_pooling_from_dir,,-73.7865870044504,40.8482200004385
251,b7a4b813-e796-46f8-8eb0-605d03786934,"roads_streets,sidewalks",light_rain,4,16:28,2019-06-21T16:00:00,Rainfall_Water_pooling_from_dir,,-73.7882529915256,40.8519470136854
252,938ec0a1-dc1b-4204-831f-ef5947ae18f1,"roads_streets,sidewalks",light_rain,5,16:28,2019-06-21T16:00:00,Rainfall_Water_pooling_from_dir,,-73.7890699756281,40.8531069852659
253,18f84ee1-b1ff-4336-8d94-8cd3ff525604,"roads_streets,sidewalks",light_rain,4,16:28,2019-06-21T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.7871098675699,40.8490199460659
254,c27b7cd2-2bbe-442f-8e70-d54fccb43d52,"roads_streets,sidewalks,other",light_rain,,09:49,2021-03-22T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016738182854,40.8643530457945
255,7ff56c30-23a2-4ee8-8e6d-3244cdc8d320,"roads_streets,sidewalks,other",sunny,6,11:40,2021-03-04T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016777577798,40.8643642022641
256,e6c9c862-cc7d-475d-8e64-6e495985a937,"roads_streets,sidewalks,other",light_rain,5,11:45,2021-03-08T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016229820426,40.8644330427114
257,c92e382a-88ae-48c0-8cad-6a9a1324a92e,"roads_streets,sidewalks,other",heavy_rain,8,20:05,2021-03-18T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016489659424,40.8644106664044
258,b5ded551-1a02-472f-8314-8659ee1432ee,"roads_streets,sidewalks,other",sunny,9,18:19,2021-03-19T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016498041328,40.8643689247465
259,523015e4-92a3-46ec-8b87-1c56397f4280,"roads_streets,sidewalks,other",light_rain,5,19:06,2021-03-24T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8053912174925,40.8620338692589
260,2e177cca-0406-4e0c-8d87-2eaf60863032,"roads_streets,sidewalks,other",light_rain,8,19:09,2021-03-24T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.801635932083,40.864393234432
261,9686f717-0b0d-4049-8b8a-058c3deaf6da,"roads_streets,sidewalks",light_rain,5,11:40,2021-03-28T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.789564172639,40.8492866896181
262,40a42a35-8679-4b3c-8984-ef1ec5ea3414,"roads_streets,sidewalks,other",light_rain,4,11:46,2021-03-28T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8051436160729,40.8619580849676
263,455e71dc-44cc-45c4-8655-686f0bd6c0f2,"roads_streets,sidewalks",light_rain,5,23:55,2021-03-28T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.7895521865175,40.8493211810892
264,05bc54a7-b26a-4a37-8bee-5318a77d605d,"roads_streets,sidewalks,other",light_rain,5,23:59,2021-03-28T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016298971127,40.8643766265122
265,04b994a4-9e81-438e-8923-b406e20993cb,"roads_streets,sidewalks,other",light_rain,5,00:01,2021-03-29T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.80517848479,40.8619168171992
266,4a05d37b-1918-4d61-852c-f24c6841b608,"roads_streets,sidewalks",light_rain,3,00:05,2021-03-29T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.7890699756281,40.8531069852659
267,58c4cc0f-2de0-4fcc-8a5d-b43e84fc0786,"roads_streets,sidewalks,other",light_rain,5,01:06,2021-05-27T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8055591489226,40.8621310796805
268,1794ee23-2d72-4c10-8695-fa189e26cd0b,"roads_streets,sidewalks,other",light_rain,9,17:43,2021-05-08T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.801655755284,40.864367720355
269,5ea2ec93-9e99-4d46-8866-b9501d2d35d7,"roads_streets,sidewalks,other",light_rain,5,03:25,2021-05-27T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016579345789,40.8643662624075
270,f3a157a6-c131-47c2-8a25-ab110c5698ee,"roads_streets,sidewalks",sunny,4,00:47,2021-05-27T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.7895491690323,40.8493201983361
271,c3f76a56-cbc4-47a0-8d25-b54a3ddbb2b6,"roads_streets,sidewalks",sunny,10,02:17,2021-05-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.7895510549605,40.8492896378788
272,bc5fb128-38d1-4712-8b4b-eb3fdaf79ff2,"roads_streets,sidewalks,other",light_rain,4,02:23,2021-05-29T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.8016471638333,40.8643887021185
273,a0e9016b-486f-4fc5-815f-ab739eb27b0f,"roads_streets,sidewalks,other",light_rain,3,14:44,2021-05-29T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir",,-73.8053857692554,40.8619901609727
274,c1afdda1-1659-4dbd-8df2-da747d72c50d,"roads_streets,sidewalks,other",light_rain,4,14:45,2021-05-29T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.801709860469,40.8644081942341
275,3745f932-2f42-42b5-8bc9-f2c74135802b,"roads_streets,sidewalks",light_rain,4,14:57,2021-05-31T16:00:00,"Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.7890699756281,40.8531069852659
281,db36f4f3-2116-4313-89e1-d3e7462632dd,sidewalks,other,,17:55,2020-07-11T16:00:00,Rainfall_Water_pooling_from_dir,,-73.9824326,40.5757705
282,6100e7df-b54c-4cd0-8992-a01bdbb34d6e,roads_streets,other,,13:12,2020-07-11T16:00:00,Not_sure,,-73.9824326,40.5757705
283,2862ece8-5701-498c-85c3-f275e6c9fde8,roads_streets,other,,13:02,2020-07-11T16:00:00,Not_sure,,-73.9914962,40.577816
284,14660ef9-e58f-4628-813c-eaa1bd535df3,roads_streets,other,,12:46,2020-07-11T16:00:00,Not_sure,,-74.0012555,40.5771376
285,0325490d-7f5a-45dc-80a6-b579bcd04206,"roads_streets,sidewalks",other,,12:44,2020-07-11T16:00:00,Not_sure,,-74.0017915,40.5770693
286,f9a8fc6a-b529-42cc-880b-7a49a1004af8,"roads_streets,sidewalks",other,,12:38,2020-07-11T16:00:00,Not_sure,,-74.002766,40.5744617
287,3d61e9dc-1913-4b62-8add-573d558927ec,"roads_streets,sidewalks,parking_lots,property",other,,16:04,2020-07-10T16:00:00,Overland_flooding_Water_coming_,,-73.8315944,40.6543215
288,603f9f61-d044-4585-8e7b-1c9c0e8d0e41,"roads_streets,sidewalks,property",light_wind,16,23:25,2020-05-07T16:00:00,Overland_flooding_Water_coming_,,-73.83003005,40.65342493
289,520931f0-828f-402c-8ab3-bd54a8c09ca1,roads_streets,other,,21:27,2020-05-07T16:00:00,Not_sure,,-73.8187535,40.6094973
290,d245c67e-886a-4343-8b78-b50042b49b83,property,other,,21:07,2020-05-07T16:00:00,Not_sure,,-73.8311142,40.6539156
291,04967654-a084-4fab-8c0f-1e508f80c346,"roads_streets,sidewalks",other,,20:21,2020-05-07T16:00:00,Not_sure,,-73.8214704,40.6059855
292,5933c106-6f05-41b4-8c63-f4f4bbfb9d31,"roads_streets,sidewalks,property",other,,19:46,2020-05-07T16:00:00,Not_sure,,-73.8300564,40.6514305
293,1dfb3f79-13c9-4bbb-88b5-cc6d7d2bb2ac,"roads_streets,sidewalks,parking_lots,property","heavy_rain,other",8,21:27,2021-08-21T16:00:00,"Overland_flooding_Water_coming_,Rainfall_Water_pooling_from_dir,Storm_drain_Water_bubbling_up_f",,-73.817069637281,40.6089239583526
294,29f8640c-6825-431a-8ce6-b7bab961229b,"roads_streets,sidewalks,property",light_rain,16,21:22,2020-05-06T16:00:00,Overland_flooding_Water_coming_,,-73.817082,40.609025
295,1db2d5cd-a631-4fb7-8644-7e7b2afbc615,"roads_streets,sidewalks,property",light_rain,20,21:09,2020-05-06T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8167923,40.6088956
296,d8e458c7-4b9f-4b37-83f0-fa015237c314,"roads_streets,sidewalks,property",light_rain,16,21:07,2020-05-06T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8170288,40.6083898
297,4e938d97-3512-4a9e-8bd9-d120ad8410e6,"roads_streets,sidewalks,property",light_rain,16,21:05,2020-05-06T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.81704941,40.60838485
298,27836e91-abd5-41a9-8d09-2562b34b204b,"roads_streets,sidewalks,property",light_rain,16,21:02,2020-05-06T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.81827563,40.60848985
299,e79ac657-c8d9-4da7-89d0-a78d8a33cb56,"roads_streets,sidewalks,property",light_rain,1,21:00,2020-05-06T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8191481,40.6086977
300,91488e59-5f7e-402c-82ab-91998ca879a2,"roads_streets,sidewalks,property",light_wind,,20:59,2020-05-06T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.8371504,40.64911444
301,429cace6-893d-4e90-85b7-38fc3395e81e,"roads_streets,sidewalks,property",light_rain,20,20:55,2020-05-06T16:00:00,"Overland_flooding_Water_coming_,Storm_drain_Water_bubbling_up_f",,-73.81837,40.6093727
302,87d65d5f-5283-4df6-803b-7bca5f27107b,"roads_streets,sidewalks,property",light_rain,20,20:52,2020-06-04T16:00:00,Overland_flooding_Water_coming_,,-73.8179862,40.6090885
303,2cf9d70e-9040-4579-88b3-4a087d390cab,"roads_streets,sidewalks,property",light_rain,10,20:49,2020-05-06T16:00:00,Overland_flooding_Water_coming_,,-73.8177031,40.6090806
304,1830d156-3319-4452-8879-d6a65411d83e,"roads_streets,sidewalks,property",light_rain,11,20:41,2020-05-06T16:00:00,Overland_flooding_Water_coming_,,-73.8174147,40.6090134
305,b891ca7f-ee33-47be-82e6-e2e85c774b21,"roads_streets,sidewalks,property","light_wind,light_rain",16,20:39,2020-05-06T16:00:00,Overland_flooding_Water_coming_,,-73.8171041,40.6090231
306,bbe88b3a-fa9d-4cac-8cd8-5cbb9c2400f4,"roads_streets,sidewalks,property","light_wind,light_rain",16,20:30,2020-05-06T16:00:00,Overland_flooding_Water_coming_,,-73.82953352,40.65349969
307,0d88408e-00cf-4393-8374-ed9c96eaceaa,"roads_streets,sidewalks","light_wind,light_rain",16,20:30,2020-05-06T16:00:00,Overland_flooding_Water_coming_,,-73.82944381,40.65345597
308,6f236d84-6b36-4f35-8103-5d4ab75990fa,property,light_rain,16,20:00,2020-05-06T16:00:00,Overland_flooding_Water_coming_,,-73.83798188,40.65789297
309,ea88e693-7cea-4710-85bb-0467cbc1bc25,roads_streets,light_rain,16,20:00,2020-05-06T16:00:00,Overland_flooding_Water_coming_,,-73.83784241,40.65775461
310,94cd2054-f55c-47df-8e60-bbbf172212b8,property,light_rain,16,19:55,2020-05-06T16:00:00,Overland_flooding_Water_coming_,,-73.83786386,40.65794181
311,5e91fc27-c84b-4f58-82e9-7fe8c4390cdd,property,light_rain,16,19:30,2020-05-06T16:00:00,Overland_flooding_Water_coming_,Broad Channel,-73.83786386,40.65794181
